DateKey,ProductKey,CustomerKey,SalesOrderNumber,Quantity,UnitPrice,UnitCost,DiscountPct,SalesAmount,TotalCost,Profit
20240118,1005,5052,SO40676,2,582.4,20.09,0.1,1048.32,40.18,1008.14
20240828,1003,5071,SO44812,2,521.71,38.46,0.0,1043.42,76.92,966.5
20240425,1042,5087,SO57101,4,205.23,162.38,0.0,820.92,649.52,171.4
20230706,1041,5056,SO22205,4,52.18,172.14,0.1,187.85,688.56,-500.71
20240728,1005,5080,SO66997,2,582.4,20.09,0.0,1164.8,40.18,1124.62
20230406,1002,5072,SO79280,1,106.26,86.45,0.5,53.13,86.45,-33.32
20230511,1000,5008,SO81466,2,571.17,193.52,0.0,1142.34,387.04,755.3
20231010,1014,5030,SO62151,3,42.17,300.28,0.0,126.51,900.84,-774.33
20240104,1031,5003,SO84024,1,223.7,416.08,0.0,223.7,416.08,-192.38
20230514,1040,5019,SO97029,1,379.63,432.92,0.0,379.63,432.92,-53.29
20230820,1020,5028,SO77087,1,304.68,69.8,0.1,274.21,69.8,204.41
20240908,1019,5050,SO42769,4,272.49,345.27,0.0,1089.96,1381.08,-291.12
20230110,1044,5012,SO92916,3,291.25,444.73,0.0,873.75,1334.19,-460.44
20230904,1009,5054,SO53965,1,185.37,221.65,0.0,185.37,221.65,-36.28
20240530,1023,5060,SO57588,4,319.24,162.74,0.0,1276.96,650.96,626.0
20230915,1001,5013,SO49385,4,365.22,368.68,0.0,1460.88,1474.72,-13.84
20230321,1005,5032,SO92234,3,582.4,20.09,0.5,873.6,60.27,813.33
20231125,1005,5089,SO85020,1,582.4,20.09,0.0,582.4,20.09,562.31
20240111,1017,5026,SO67241,2,487.91,483.16,0.0,975.82,966.32,9.5
20230508,1009,5088,SO70231,3,185.37,221.65,0.1,500.5,664.95,-164.45
20241227,1036,5038,SO99743,3,492.04,12.71,0.1,1328.51,38.13,1290.38
20240123,1030,5073,SO79959,1,173.74,200.45,0.0,173.74,200.45,-26.71
20230730,1019,5091,SO91218,1,272.49,345.27,0.0,272.49,345.27,-72.78
20240516,1003,5060,SO91383,2,521.71,38.46,0.0,1043.42,76.92,966.5
20240613,1022,5080,SO56228,3,402.58,136.8,0.5,603.87,410.4,193.47
20241130,1026,5022,SO57819,3,538.47,470.35,0.1,1453.87,1411.05,42.82
20240910,1017,5074,SO60830,4,487.91,483.16,0.1,1756.48,1932.64,-176.16
20230811,1029,5050,SO95311,2,205.32,32.16,0.0,410.64,64.32,346.32
20230324,1044,5063,SO74800,2,291.25,444.73,0.0,582.5,889.46,-306.96
20241230,1041,5081,SO50100,3,52.18,172.14,0.0,156.54,516.42,-359.88
20241128,1037,5094,SO67888,4,441.47,356.36,0.1,1589.29,1425.44,163.85
20231220,1042,5028,SO77853,2,205.23,162.38,0.0,410.46,324.76,85.7
20240703,1000,5036,SO54813,2,571.17,193.52,0.5,571.17,387.04,184.13
20231019,1036,5083,SO47606,1,492.04,12.71,0.0,492.04,12.71,479.33
20240804,1022,5066,SO97238,1,402.58,136.8,0.0,402.58,136.8,265.78
20230730,1018,5035,SO26630,1,72.14,159.26,0.0,72.14,159.26,-87.12
20230528,1032,5008,SO24260,4,332.48,147.66,0.0,1329.92,590.64,739.28
20240919,1007,5006,SO64165,3,122.29,99.09,0.1,330.18,297.27,32.91
20230722,1006,5035,SO66516,2,139.22,417.9,0.1,250.6,835.8,-585.2
20241015,1044,5052,SO65107,4,291.25,444.73,0.0,1165.0,1778.92,-613.92
20240331,1034,5053,SO85587,1,592.33,46.53,0.0,592.33,46.53,545.8
20230125,1025,5069,SO87518,1,468.45,485.1,0.0,468.45,485.1,-16.65
20240408,1017,5072,SO81200,2,487.91,483.16,0.5,487.91,966.32,-478.41
20230303,1035,5094,SO37315,4,131.25,388.4,0.5,262.5,1553.6,-1291.1
20230409,1031,5041,SO41357,4,223.7,416.08,0.5,447.4,1664.32,-1216.92
20230608,1025,5072,SO16869,1,468.45,485.1,0.5,234.22,485.1,-250.88
20240310,1001,5048,SO65261,4,365.22,368.68,0.5,730.44,1474.72,-744.28
20241230,1041,5100,SO36309,3,52.18,172.14,0.15,133.06,516.42,-383.36
20231026,1021,5036,SO12093,3,546.95,26.85,0.0,1640.85,80.55,1560.3
20240411,1028,5074,SO65565,1,129.65,53.36,0.0,129.65,53.36,76.29
20240322,1038,5072,SO25619,4,58.32,387.92,0.0,233.28,1551.68,-1318.4
20231116,1034,5067,SO12366,3,592.33,46.53,0.5,888.5,139.59,748.91
20240912,1030,5025,SO35198,2,173.74,200.45,0.5,173.74,400.9,-227.16
20240413,1025,5076,SO88592,1,468.45,485.1,0.0,468.45,485.1,-16.65
20230330,1033,5039,SO99342,4,484.29,79.05,0.1,1743.44,316.2,1427.24
20230424,1038,5006,SO50148,2,58.32,387.92,0.0,116.64,775.84,-659.2
20230630,1008,5078,SO15079,4,321.98,159.08,0.0,1287.92,636.32,651.6
20230827,1026,5025,SO72345,2,538.47,470.35,0.0,1076.94,940.7,136.24
20240111,1021,5051,SO46212,3,546.95,26.85,0.5,820.42,80.55,739.88
20240919,1028,5052,SO25330,4,129.65,53.36,0.0,518.6,213.44,305.16
20241008,1040,5007,SO82976,4,379.63,432.92,0.0,1518.52,1731.68,-213.16
20240408,1027,5083,SO71477,3,554.3,302.97,0.0,1662.9,908.91,753.99
20230902,1008,5087,SO81520,4,321.98,159.08,0.0,1287.92,636.32,651.6
20240408,1014,5037,SO41351,3,42.17,300.28,0.0,126.51,900.84,-774.33
20230306,1025,5082,SO88655,1,468.45,485.1,0.5,234.22,485.1,-250.88
20240511,1010,5048,SO47830,4,96.6,309.81,0.0,386.4,1239.24,-852.84
20240417,1038,5010,SO73853,3,58.32,387.92,0.0,174.96,1163.76,-988.8
20240107,1000,5023,SO61105,3,571.17,193.52,0.5,856.75,580.56,276.19
20230616,1034,5079,SO70263,3,592.33,46.53,0.0,1776.99,139.59,1637.4
20230801,1022,5013,SO67033,1,402.58,136.8,0.5,201.29,136.8,64.49
20240420,1008,5022,SO13830,3,321.98,159.08,0.5,482.97,477.24,5.73
20240617,1012,5011,SO87017,4,474.33,233.47,0.0,1897.32,933.88,963.44
20240610,1023,5009,SO60805,4,319.24,162.74,0.0,1276.96,650.96,626.0
20241017,1043,5002,SO53826,2,387.97,367.51,0.0,775.94,735.02,40.92
20231029,1041,5021,SO25115,2,52.18,172.14,0.1,93.92,344.28,-250.36
20240919,1025,5058,SO98078,1,468.45,485.1,0.5,234.22,485.1,-250.88
20230427,1027,5041,SO52348,4,554.3,302.97,0.0,2217.2,1211.88,1005.32
20230530,1013,5073,SO18699,2,315.83,107.84,0.5,315.83,215.68,100.15
20241005,1042,5046,SO88108,1,205.23,162.38,0.5,102.62,162.38,-59.76
20240428,1011,5002,SO74057,4,229.32,153.15,0.1,825.55,612.6,212.95
20230418,1001,5079,SO54138,3,365.22,368.68,0.0,1095.66,1106.04,-10.38
20230622,1027,5016,SO80218,3,554.3,302.97,0.1,1496.61,908.91,587.7
20240601,1025,5040,SO61567,3,468.45,485.1,0.0,1405.35,1455.3,-49.95
20231112,1036,5034,SO29523,3,492.04,12.71,0.0,1476.12,38.13,1437.99
20231116,1031,5038,SO71455,3,223.7,416.08,0.0,671.1,1248.24,-577.14
20231024,1044,5032,SO39810,3,291.25,444.73,0.0,873.75,1334.19,-460.44
20241201,1009,5023,SO18172,4,185.37,221.65,0.0,741.48,886.6,-145.12
20231104,1008,5042,SO61559,1,321.98,159.08,0.0,321.98,159.08,162.9
20230614,1040,5064,SO63494,3,379.63,432.92,0.0,1138.89,1298.76,-159.87
20240215,1012,5011,SO73964,1,474.33,233.47,0.0,474.33,233.47,240.86
20240202,1004,5065,SO13870,2,429.22,304.55,0.15,729.67,609.1,120.57
20231030,1024,5029,SO77381,1,123.14,277.89,0.0,123.14,277.89,-154.75
20230513,1042,5035,SO70684,2,205.23,162.38,0.5,205.23,324.76,-119.53
20240924,1032,5063,SO92060,4,332.48,147.66,0.0,1329.92,590.64,739.28
20231104,1012,5036,SO36578,2,474.33,233.47,0.0,948.66,466.94,481.72
20231125,1018,5054,SO53805,3,72.14,159.26,0.0,216.42,477.78,-261.36
20230712,1023,5080,SO26489,3,319.24,162.74,0.0,957.72,488.22,469.5
20240426,1002,5064,SO62196,1,106.26,86.45,0.5,53.13,86.45,-33.32
20240215,1035,5024,SO94347,4,131.25,388.4,0.1,472.5,1553.6,-1081.1
20240824,1032,5076,SO52873,2,332.48,147.66,0.0,664.96,295.32,369.64
20230407,1027,5027,SO46498,2,554.3,302.97,0.0,1108.6,605.94,502.66
20230927,1030,5050,SO23162,2,173.74,200.45,0.0,347.48,400.9,-53.42
20241020,1038,5061,SO52721,4,58.32,387.92,0.0,233.28,1551.68,-1318.4
20241030,1011,5075,SO17899,3,229.32,153.15,0.5,343.98,459.45,-115.47
20230302,1019,5014,SO21340,2,272.49,345.27,0.0,544.98,690.54,-145.56
20240109,1026,5039,SO19934,1,538.47,470.35,0.1,484.62,470.35,14.27
20230803,1030,5093,SO55702,1,173.74,200.45,0.5,86.87,200.45,-113.58
20240913,1022,5015,SO40268,1,402.58,136.8,0.5,201.29,136.8,64.49
20230116,1014,5031,SO68616,4,42.17,300.28,0.0,168.68,1201.12,-1032.44
20230309,1017,5080,SO93845,3,487.91,483.16,0.0,1463.73,1449.48,14.25
20240720,1010,5073,SO40889,2,96.6,309.81,0.0,193.2,619.62,-426.42
20231212,1021,5062,SO76403,1,546.95,26.85,0.0,546.95,26.85,520.1
20240712,1035,5053,SO89766,2,131.25,388.4,0.0,262.5,776.8,-514.3
20230911,1001,5092,SO58967,3,365.22,368.68,0.0,1095.66,1106.04,-10.38
20231211,1042,5093,SO23188,3,205.23,162.38,0.1,554.12,487.14,66.98
20241130,1041,5079,SO74277,1,52.18,172.14,0.0,52.18,172.14,-119.96
20240721,1003,5033,SO78917,2,521.71,38.46,0.0,1043.42,76.92,966.5
20230117,1020,5047,SO49211,1,304.68,69.8,0.0,304.68,69.8,234.88
20240422,1023,5097,SO33849,1,319.24,162.74,0.5,159.62,162.74,-3.12
20240828,1039,5012,SO31944,2,82.78,185.65,0.0,165.56,371.3,-205.74
20230510,1032,5095,SO41989,2,332.48,147.66,0.0,664.96,295.32,369.64
20231110,1023,5055,SO52967,2,319.24,162.74,0.0,638.48,325.48,313.0
20240406,1021,5072,SO55608,3,546.95,26.85,0.0,1640.85,80.55,1560.3
20241006,1018,5079,SO56266,3,72.14,159.26,0.15,183.96,477.78,-293.82
20240607,1009,5094,SO71711,1,185.37,221.65,0.5,92.68,221.65,-128.96
20240630,1039,5049,SO58504,3,82.78,185.65,0.5,124.17,556.95,-432.78
20230601,1037,5079,SO95030,3,441.47,356.36,0.0,1324.41,1069.08,255.33
20230224,1012,5042,SO80342,1,474.33,233.47,0.1,426.9,233.47,193.43
20241201,1020,5048,SO77891,1,304.68,69.8,0.1,274.21,69.8,204.41
20240403,1018,5076,SO43945,1,72.14,159.26,0.0,72.14,159.26,-87.12
20230912,1001,5047,SO44798,4,365.22,368.68,0.0,1460.88,1474.72,-13.84
20240625,1005,5093,SO48458,2,582.4,20.09,0.0,1164.8,40.18,1124.62
20241129,1036,5069,SO97154,4,492.04,12.71,0.0,1968.16,50.84,1917.32
20231124,1039,5045,SO41188,3,82.78,185.65,0.1,223.51,556.95,-333.44
20240309,1017,5029,SO58604,4,487.91,483.16,0.0,1951.64,1932.64,19.0
20240827,1010,5060,SO42669,4,96.6,309.81,0.5,193.2,1239.24,-1046.04
20240505,1017,5044,SO54537,4,487.91,483.16,0.5,975.82,1932.64,-956.82
20230327,1033,5063,SO34520,4,484.29,79.05,0.0,1937.16,316.2,1620.96
20240916,1033,5084,SO16228,2,484.29,79.05,0.0,968.58,158.1,810.48
20240812,1022,5011,SO64445,1,402.58,136.8,0.5,201.29,136.8,64.49
20230616,1033,5014,SO20485,2,484.29,79.05,0.5,484.29,158.1,326.19
20231119,1021,5012,SO69481,4,546.95,26.85,0.1,1969.02,107.4,1861.62
20240120,1039,5092,SO21036,4,82.78,185.65,0.0,331.12,742.6,-411.48
20230206,1028,5050,SO24059,1,129.65,53.36,0.0,129.65,53.36,76.29
20241219,1042,5075,SO91440,2,205.23,162.38,0.0,410.46,324.76,85.7
20230507,1015,5075,SO31901,3,114.76,307.7,0.1,309.85,923.1,-613.25
20230130,1005,5069,SO47206,2,582.4,20.09,0.0,1164.8,40.18,1124.62
20240305,1022,5048,SO39730,1,402.58,136.8,0.0,402.58,136.8,265.78
20240909,1021,5070,SO30243,4,546.95,26.85,0.5,1093.9,107.4,986.5
20240915,1028,5001,SO10125,3,129.65,53.36,0.0,388.95,160.08,228.87
20241117,1013,5004,SO65267,3,315.83,107.84,0.5,473.74,323.52,150.23
20230325,1028,5053,SO85073,1,129.65,53.36,0.0,129.65,53.36,76.29
20240222,1023,5062,SO21151,2,319.24,162.74,0.5,319.24,325.48,-6.24
20240210,1005,5033,SO72099,4,582.4,20.09,0.0,2329.6,80.36,2249.24
20230719,1032,5003,SO48389,2,332.48,147.66,0.0,664.96,295.32,369.64
20231105,1005,5042,SO42229,4,582.4,20.09,0.5,1164.8,80.36,1084.44
20230517,1019,5091,SO63861,1,272.49,345.27,0.0,272.49,345.27,-72.78
20240301,1024,5063,SO42021,1,123.14,277.89,0.1,110.83,277.89,-167.06
20231023,1035,5089,SO55447,1,131.25,388.4,0.0,131.25,388.4,-257.15
20240630,1019,5057,SO42286,4,272.49,345.27,0.0,1089.96,1381.08,-291.12
20230709,1026,5080,SO24890,3,538.47,470.35,0.0,1615.41,1411.05,204.36
20240723,1020,5078,SO61194,4,304.68,69.8,0.5,609.36,279.2,330.16
20231223,1033,5006,SO46979,2,484.29,79.05,0.0,968.58,158.1,810.48
20240923,1029,5097,SO81774,2,205.32,32.16,0.0,410.64,64.32,346.32
20240130,1028,5019,SO77855,4,129.65,53.36,0.0,518.6,213.44,305.16
20230412,1031,5011,SO89942,4,223.7,416.08,0.0,894.8,1664.32,-769.52
20240815,1014,5088,SO44799,4,42.17,300.28,0.0,168.68,1201.12,-1032.44
20240429,1025,5012,SO11628,4,468.45,485.1,0.0,1873.8,1940.4,-66.6
20240912,1029,5052,SO59459,2,205.32,32.16,0.1,369.58,64.32,305.26
20240302,1016,5086,SO53543,4,570.1,41.88,0.1,2052.36,167.52,1884.84
20230218,1019,5079,SO57674,4,272.49,345.27,0.0,1089.96,1381.08,-291.12
20231003,1030,5006,SO76538,2,173.74,200.45,0.5,173.74,400.9,-227.16
20240525,1044,5081,SO72396,2,291.25,444.73,0.1,524.25,889.46,-365.21
20230115,1015,5032,SO39967,1,114.76,307.7,0.15,97.55,307.7,-210.15
20230715,1017,5044,SO94436,3,487.91,483.16,0.0,1463.73,1449.48,14.25
20230403,1031,5040,SO44581,2,223.7,416.08,0.0,447.4,832.16,-384.76
20230820,1036,5090,SO20773,4,492.04,12.71,0.1,1771.34,50.84,1720.5
20240418,1007,5053,SO96780,4,122.29,99.09,0.5,244.58,396.36,-151.78
20230326,1031,5056,SO58450,3,223.7,416.08,0.5,335.55,1248.24,-912.69
20240726,1009,5004,SO36376,2,185.37,221.65,0.0,370.74,443.3,-72.56
20240206,1040,5094,SO24612,4,379.63,432.92,0.1,1366.67,1731.68,-365.01
20230916,1012,5010,SO15974,3,474.33,233.47,0.15,1209.54,700.41,509.13
20230131,1024,5015,SO69064,4,123.14,277.89,0.0,492.56,1111.56,-619.0
20230414,1002,5080,SO86418,4,106.26,86.45,0.1,382.54,345.8,36.74
20240714,1041,5076,SO42895,2,52.18,172.14,0.1,93.92,344.28,-250.36
20231225,1038,5018,SO79269,4,58.32,387.92,0.0,233.28,1551.68,-1318.4
20241003,1020,5086,SO53869,3,304.68,69.8,0.0,914.04,209.4,704.64
20240306,1043,5046,SO98496,2,387.97,367.51,0.0,775.94,735.02,40.92
20241207,1021,5084,SO53825,4,546.95,26.85,0.5,1093.9,107.4,986.5
20231204,1014,5015,SO52942,1,42.17,300.28,0.0,42.17,300.28,-258.11
20230512,1011,5086,SO83569,4,229.32,153.15,0.0,917.28,612.6,304.68
20240511,1012,5018,SO26609,3,474.33,233.47,0.5,711.5,700.41,11.09
20231130,1019,5002,SO88519,3,272.49,345.27,0.1,735.72,1035.81,-300.09
20230426,1000,5033,SO53266,3,571.17,193.52,0.5,856.75,580.56,276.19
20241105,1013,5085,SO10310,4,315.83,107.84,0.0,1263.32,431.36,831.96
20240604,1041,5027,SO36741,1,52.18,172.14,0.0,52.18,172.14,-119.96
20240225,1038,5001,SO23460,1,58.32,387.92,0.5,29.16,387.92,-358.76
20240920,1041,5064,SO57312,2,52.18,172.14,0.0,104.36,344.28,-239.92
20230122,1003,5039,SO70809,4,521.71,38.46,0.0,2086.84,153.84,1933.0
20240818,1004,5029,SO32012,3,429.22,304.55,0.1,1158.89,913.65,245.24
20231106,1000,5091,SO11564,1,571.17,193.52,0.0,571.17,193.52,377.65
20240712,1024,5020,SO59105,2,123.14,277.89,0.1,221.65,555.78,-334.13
20230529,1006,5029,SO85642,1,139.22,417.9,0.5,69.61,417.9,-348.29
20240707,1017,5076,SO98915,2,487.91,483.16,0.0,975.82,966.32,9.5
20241214,1010,5092,SO61970,2,96.6,309.81,0.0,193.2,619.62,-426.42
20240413,1004,5065,SO43750,4,429.22,304.55,0.0,1716.88,1218.2,498.68
20240812,1039,5074,SO32469,4,82.78,185.65,0.0,331.12,742.6,-411.48
20231209,1001,5034,SO67291,2,365.22,368.68,0.1,657.4,737.36,-79.96
20230114,1040,5051,SO42785,2,379.63,432.92,0.0,759.26,865.84,-106.58
20230913,1026,5034,SO26944,2,538.47,470.35,0.5,538.47,940.7,-402.23
20240114,1028,5017,SO21674,1,129.65,53.36,0.0,129.65,53.36,76.29
20231015,1003,5076,SO91254,4,521.71,38.46,0.5,1043.42,153.84,889.58
20240418,1036,5007,SO55206,1,492.04,12.71,0.15,418.23,12.71,405.52
20230629,1029,5045,SO66611,4,205.32,32.16,0.1,739.15,128.64,610.51
20230909,1036,5091,SO50482,3,492.04,12.71,0.0,1476.12,38.13,1437.99
20241210,1033,5060,SO80457,3,484.29,79.05,0.0,1452.87,237.15,1215.72
20240309,1032,5035,SO64929,1,332.48,147.66,0.1,299.23,147.66,151.57
20230506,1013,5093,SO49222,1,315.83,107.84,0.0,315.83,107.84,207.99
20240220,1038,5078,SO94636,1,58.32,387.92,0.5,29.16,387.92,-358.76
20230726,1003,5040,SO42851,2,521.71,38.46,0.0,1043.42,76.92,966.5
20230907,1022,5043,SO34525,1,402.58,136.8,0.5,201.29,136.8,64.49
20230916,1043,5063,SO50492,3,387.97,367.51,0.0,1163.91,1102.53,61.38
20230313,1023,5013,SO61243,1,319.24,162.74,0.5,159.62,162.74,-3.12
20240306,1011,5044,SO35379,3,229.32,153.15,0.5,343.98,459.45,-115.47
20230610,1025,5015,SO65480,1,468.45,485.1,0.1,421.6,485.1,-63.5
20231010,1037,5017,SO29391,2,441.47,356.36,0.0,882.94,712.72,170.22
20241227,1029,5017,SO16078,2,205.32,32.16,0.0,410.64,64.32,346.32
20240517,1033,5071,SO92922,2,484.29,79.05,0.0,968.58,158.1,810.48
20240730,1023,5047,SO16352,2,319.24,162.74,0.5,319.24,325.48,-6.24
20231123,1030,5013,SO58329,2,173.74,200.45,0.0,347.48,400.9,-53.42
20230209,1038,5097,SO55229,3,58.32,387.92,0.0,174.96,1163.76,-988.8
20240501,1025,5093,SO13373,3,468.45,485.1,0.0,1405.35,1455.3,-49.95
20240727,1011,5059,SO50975,1,229.32,153.15,0.0,229.32,153.15,76.17
20240714,1042,5017,SO37771,3,205.23,162.38,0.1,554.12,487.14,66.98
20240714,1014,5006,SO76196,2,42.17,300.28,0.5,42.17,600.56,-558.39
20230417,1023,5003,SO71012,2,319.24,162.74,0.5,319.24,325.48,-6.24
20230520,1020,5043,SO92037,2,304.68,69.8,0.0,609.36,139.6,469.76
20230219,1024,5098,SO13459,4,123.14,277.89,0.1,443.3,1111.56,-668.26
20240107,1010,5073,SO82151,1,96.6,309.81,0.0,96.6,309.81,-213.21
20240219,1035,5077,SO43050,4,131.25,388.4,0.0,525.0,1553.6,-1028.6
20240317,1025,5043,SO41376,1,468.45,485.1,0.0,468.45,485.1,-16.65
20240326,1009,5026,SO26664,4,185.37,221.65,0.0,741.48,886.6,-145.12
20231118,1001,5085,SO81449,1,365.22,368.68,0.1,328.7,368.68,-39.98
20240814,1030,5100,SO80077,2,173.74,200.45,0.0,347.48,400.9,-53.42
20230409,1004,5035,SO95520,1,429.22,304.55,0.5,214.61,304.55,-89.94
20230416,1021,5096,SO15628,3,546.95,26.85,0.1,1476.76,80.55,1396.22
20240422,1032,5032,SO28132,3,332.48,147.66,0.0,997.44,442.98,554.46
20230718,1018,5012,SO65133,3,72.14,159.26,0.5,108.21,477.78,-369.57
20231226,1038,5065,SO92863,1,58.32,387.92,0.0,58.32,387.92,-329.6
20230302,1003,5072,SO73479,3,521.71,38.46,0.1,1408.62,115.38,1293.24
20240803,1002,5005,SO76513,1,106.26,86.45,0.0,106.26,86.45,19.81
20230425,1036,5093,SO23989,3,492.04,12.71,0.1,1328.51,38.13,1290.38
20240125,1032,5028,SO24156,2,332.48,147.66,0.15,565.22,295.32,269.9
20230201,1028,5031,SO44289,1,129.65,53.36,0.0,129.65,53.36,76.29
20230717,1038,5085,SO67847,2,58.32,387.92,0.0,116.64,775.84,-659.2
20230205,1013,5077,SO55612,1,315.83,107.84,0.1,284.25,107.84,176.41
20240311,1022,5036,SO90911,2,402.58,136.8,0.0,805.16,273.6,531.56
20230803,1025,5063,SO83495,1,468.45,485.1,0.0,468.45,485.1,-16.65
20230505,1040,5052,SO98410,2,379.63,432.92,0.0,759.26,865.84,-106.58
20231215,1030,5012,SO12754,1,173.74,200.45,0.0,173.74,200.45,-26.71
20240324,1037,5055,SO50373,2,441.47,356.36,0.1,794.65,712.72,81.93
20240717,1028,5051,SO50030,3,129.65,53.36,0.0,388.95,160.08,228.87
20241219,1039,5028,SO14677,3,82.78,185.65,0.0,248.34,556.95,-308.61
20230120,1041,5034,SO21388,2,52.18,172.14,0.1,93.92,344.28,-250.36
20240326,1005,5053,SO42831,3,582.4,20.09,0.5,873.6,60.27,813.33
20240131,1036,5071,SO38540,3,492.04,12.71,0.0,1476.12,38.13,1437.99
20230323,1011,5084,SO50014,1,229.32,153.15,0.5,114.66,153.15,-38.49
20241113,1032,5013,SO69434,2,332.48,147.66,0.0,664.96,295.32,369.64
20240613,1008,5009,SO44742,2,321.98,159.08,0.5,321.98,318.16,3.82
20241119,1020,5095,SO25684,1,304.68,69.8,0.0,304.68,69.8,234.88
20230820,1034,5021,SO58416,3,592.33,46.53,0.0,1776.99,139.59,1637.4
20240812,1033,5091,SO92524,1,484.29,79.05,0.0,484.29,79.05,405.24
20240618,1041,5072,SO72475,1,52.18,172.14,0.0,52.18,172.14,-119.96
20240805,1025,5015,SO36506,1,468.45,485.1,0.5,234.22,485.1,-250.88
20230527,1039,5075,SO83794,2,82.78,185.65,0.0,165.56,371.3,-205.74
20230803,1008,5033,SO38957,2,321.98,159.08,0.0,643.96,318.16,325.8
20241229,1015,5038,SO44100,2,114.76,307.7,0.0,229.52,615.4,-385.88
20240207,1033,5099,SO39011,2,484.29,79.05,0.0,968.58,158.1,810.48
20230830,1014,5076,SO92392,2,42.17,300.28,0.0,84.34,600.56,-516.22
20231112,1026,5030,SO15594,1,538.47,470.35,0.5,269.24,470.35,-201.12
20240223,1016,5014,SO71889,4,570.1,41.88,0.0,2280.4,167.52,2112.88
20230303,1007,5026,SO95376,2,122.29,99.09,0.15,207.89,198.18,9.71
20230912,1007,5065,SO75109,4,122.29,99.09,0.0,489.16,396.36,92.8
20241126,1003,5059,SO56306,4,521.71,38.46,0.0,2086.84,153.84,1933.0
20240303,1006,5088,SO13876,2,139.22,417.9,0.0,278.44,835.8,-557.36
20231011,1036,5049,SO76513,3,492.04,12.71,0.5,738.06,38.13,699.93
20230706,1010,5032,SO27639,4,96.6,309.81,0.0,386.4,1239.24,-852.84
20240323,1028,5001,SO58867,3,129.65,53.36,0.0,388.95,160.08,228.87
20230109,1024,5100,SO76113,2,123.14,277.89,0.0,246.28,555.78,-309.5
20230227,1037,5089,SO29067,3,441.47,356.36,0.0,1324.41,1069.08,255.33
20230321,1014,5015,SO23960,1,42.17,300.28,0.1,37.95,300.28,-262.33
20240906,1042,5043,SO93960,1,205.23,162.38,0.5,102.62,162.38,-59.76
20230131,1012,5044,SO25503,1,474.33,233.47,0.0,474.33,233.47,240.86
20230831,1031,5084,SO31640,2,223.7,416.08,0.0,447.4,832.16,-384.76
20240925,1019,5038,SO87471,1,272.49,345.27,0.0,272.49,345.27,-72.78
20240602,1024,5032,SO30792,1,123.14,277.89,0.0,123.14,277.89,-154.75
20231212,1025,5075,SO92347,1,468.45,485.1,0.0,468.45,485.1,-16.65
20230915,1015,5066,SO58112,3,114.76,307.7,0.0,344.28,923.1,-578.82
